PROKKA_MOD_418989	COG0566
PROKKA_MOD_418989	PF00588
PROKKA_MOD_418989	TIGR00186
PROKKA_MOD_418988	
PROKKA_MOD_418981	COG0399
PROKKA_MOD_418981	PF01041
PROKKA_MOD_418981	TIGR03588
PROKKA_MOD_418980	COG1216
PROKKA_MOD_418980	PF13641
PROKKA_MOD_418983	
PROKKA_MOD_418982	
PROKKA_MOD_418985	COG0044
PROKKA_MOD_418985	TIGR00857
PROKKA_MOD_418984	
PROKKA_MOD_418987	
PROKKA_MOD_418986	PF14129
PROKKA_MOD_84831	
PROKKA_MOD_302974	PF11751
PROKKA_MOD_302974	TIGR03519
PROKKA_MOD_375528	COG1959
PROKKA_MOD_375528	PF02082
PROKKA_MOD_375528	TIGR00738
PROKKA_MOD_246719	PF05684
PROKKA_MOD_246718	COG0147
PROKKA_MOD_246718	PF00425
PROKKA_MOD_246718	TIGR01824
PROKKA_MOD_246711	COG1932
PROKKA_MOD_246711	TIGR01366
PROKKA_MOD_246710	PF00271
PROKKA_MOD_246713	COG0372
PROKKA_MOD_246713	PF00285
PROKKA_MOD_246713	TIGR01800
PROKKA_MOD_246712	COG0259
PROKKA_MOD_246712	PF10590
PROKKA_MOD_246712	TIGR00558
PROKKA_MOD_246715	COG2199
PROKKA_MOD_246715	PF00990
PROKKA_MOD_246715	TIGR00254
PROKKA_MOD_246714	COG0415
PROKKA_MOD_246714	PF03441
PROKKA_MOD_246714	TIGR03556
PROKKA_MOD_246717	
PROKKA_MOD_246716	
PROKKA_MOD_288696	
PROKKA_MOD_288697	
PROKKA_MOD_288694	COG3542
PROKKA_MOD_288694	PF06172
PROKKA_MOD_288695	PF00534
PROKKA_MOD_288692	PF00884
PROKKA_MOD_288693	
PROKKA_MOD_288690	
PROKKA_MOD_288691	
PROKKA_MOD_357253	COG0718
PROKKA_MOD_357253	PF02575
PROKKA_MOD_288698	COG1070
PROKKA_MOD_288698	PF02782
PROKKA_MOD_288698	TIGR01312
PROKKA_MOD_288699	COG1169
PROKKA_MOD_288699	PF00425
PROKKA_MOD_288699	TIGR00543
PROKKA_MOD_411448	COG1680
PROKKA_MOD_411448	PF00144
PROKKA_MOD_411448	TIGR04183
PROKKA_MOD_452839	
PROKKA_MOD_373644	
PROKKA_MOD_373645	
PROKKA_MOD_373646	
PROKKA_MOD_373647	
PROKKA_MOD_373640	COG2086
PROKKA_MOD_373640	PF01012
PROKKA_MOD_373641	COG0022
PROKKA_MOD_373641	PF02779
PROKKA_MOD_373642	COG0254
PROKKA_MOD_373642	PF01197
PROKKA_MOD_373642	TIGR00105
PROKKA_MOD_373643	COG0483
PROKKA_MOD_373643	PF00459
PROKKA_MOD_373643	TIGR02067
PROKKA_MOD_277797	
PROKKA_MOD_373648	
PROKKA_MOD_373649	COG0559
PROKKA_MOD_373649	PF02653
PROKKA_MOD_373649	TIGR03409
PROKKA_MOD_438689	
PROKKA_MOD_448029	PF07992
PROKKA_MOD_448028	COG0494
PROKKA_MOD_448028	PF00293
PROKKA_MOD_287769	COG0343
PROKKA_MOD_287769	PF01702
PROKKA_MOD_287769	TIGR00430
PROKKA_MOD_287768	PF00356
PROKKA_MOD_287767	COG0673
PROKKA_MOD_287767	PF01408
PROKKA_MOD_287766	
PROKKA_MOD_287765	
PROKKA_MOD_287764	
PROKKA_MOD_287763	
PROKKA_MOD_287762	
PROKKA_MOD_287761	COG1403
PROKKA_MOD_287761	PF01844
PROKKA_MOD_287760	
PROKKA_MOD_438684	
PROKKA_MOD_431308	COG2331
PROKKA_MOD_431308	TIGR02605
PROKKA_MOD_431309	COG0020
PROKKA_MOD_431309	PF01255
PROKKA_MOD_431309	TIGR00055
PROKKA_MOD_53149	
PROKKA_MOD_53148	
PROKKA_MOD_21568	PF01479
PROKKA_MOD_21569	
PROKKA_MOD_21566	PF03099
PROKKA_MOD_21567	
PROKKA_MOD_21564	
PROKKA_MOD_21565	
PROKKA_MOD_21562	PF00248
PROKKA_MOD_21563	PF02782
PROKKA_MOD_21560	
PROKKA_MOD_21561	PF00627
PROKKA_MOD_423408	PF14316
PROKKA_MOD_423409	COG2304
PROKKA_MOD_423409	PF13519
PROKKA_MOD_423409	TIGR03436
PROKKA_MOD_399857	
PROKKA_MOD_423402	COG0692
PROKKA_MOD_423402	PF03167
PROKKA_MOD_423402	TIGR00628
PROKKA_MOD_423403	COG2252
PROKKA_MOD_423400	PF01585
PROKKA_MOD_423401	
PROKKA_MOD_423406	COG0714
PROKKA_MOD_423406	PF07726
PROKKA_MOD_423407	COG1721
PROKKA_MOD_423407	PF01882
PROKKA_MOD_423404	
PROKKA_MOD_423405	COG2902
PROKKA_MOD_423405	PF05088
PROKKA_MOD_271014	COG1028
PROKKA_MOD_271014	PF00106
PROKKA_MOD_271014	TIGR01830
PROKKA_MOD_271015	COG0236
PROKKA_MOD_271015	TIGR00517
PROKKA_MOD_271016	COG0304
PROKKA_MOD_271016	PF00109
PROKKA_MOD_271016	TIGR03150
PROKKA_MOD_271017	COG1559
PROKKA_MOD_271017	PF02618
PROKKA_MOD_271017	TIGR00247
PROKKA_MOD_271010	COG1530
PROKKA_MOD_271010	PF10150
PROKKA_MOD_271010	TIGR00757
PROKKA_MOD_271011	COG0564
PROKKA_MOD_271011	PF00849
PROKKA_MOD_271011	TIGR00005
PROKKA_MOD_271012	COG0333
PROKKA_MOD_271012	PF01783
PROKKA_MOD_271012	TIGR01031
PROKKA_MOD_271013	COG0331
PROKKA_MOD_271013	PF00698
PROKKA_MOD_271013	TIGR00128
PROKKA_MOD_438683	
PROKKA_MOD_271018	COG0125
PROKKA_MOD_271018	PF02223
PROKKA_MOD_271018	TIGR00041
PROKKA_MOD_271019	
PROKKA_MOD_40390	PF00306
PROKKA_MOD_429109	COG0765
PROKKA_MOD_429109	PF00528
PROKKA_MOD_429109	TIGR03003
PROKKA_MOD_344379	COG0300
PROKKA_MOD_344379	PF00106
PROKKA_MOD_344379	TIGR01830
PROKKA_MOD_40391	
PROKKA_MOD_166675	COG1210
PROKKA_MOD_166675	PF00483
PROKKA_MOD_166675	TIGR01099
PROKKA_MOD_166674	COG1680
PROKKA_MOD_166674	PF00144
PROKKA_MOD_166677	
PROKKA_MOD_166676	
PROKKA_MOD_166671	COG2896
PROKKA_MOD_166671	PF06463
PROKKA_MOD_166671	TIGR02666
PROKKA_MOD_166670	COG0315
PROKKA_MOD_166670	PF01967
PROKKA_MOD_166670	TIGR00581
PROKKA_MOD_166673	COG3554
PROKKA_MOD_166673	PF06475
PROKKA_MOD_166672	COG0303
PROKKA_MOD_166672	PF03453
PROKKA_MOD_166672	TIGR00177
PROKKA_MOD_387001	COG0297
PROKKA_MOD_387001	PF08323
PROKKA_MOD_387001	TIGR02095
PROKKA_MOD_387000	
PROKKA_MOD_387003	PF12221
PROKKA_MOD_387002	PF03810
PROKKA_MOD_166679	
PROKKA_MOD_166678	
PROKKA_MOD_387007	
PROKKA_MOD_387006	
PROKKA_MOD_463463	COG2334
