contig-1000083	54546	56562	PROKKA_MOD_06236
contig-1000376	2866	3040	PROKKA_MOD_10000
contig-1000733	35475	36090	PROKKA_MOD_13103
contig-101000943	0	135	PROKKA_MOD_17580
contig-101000944	2	359	PROKKA_MOD_17581
contig-101000944	355	1207	PROKKA_MOD_17582
contig-101000944	1236	2397	PROKKA_MOD_17583
contig-101000944	2389	3001	PROKKA_MOD_17584
contig-101000944	2993	3707	PROKKA_MOD_17585
contig-101000945	0	447	PROKKA_MOD_17586
contig-101000945	451	1294	PROKKA_MOD_17587
contig-101000945	1298	1550	PROKKA_MOD_17588
contig-101000945	1552	1855	PROKKA_MOD_17589
contig-104000061	10	487	PROKKA_MOD_21560
contig-104000062	1	466	PROKKA_MOD_21561
contig-104000063	1	583	PROKKA_MOD_21562
contig-104000063	561	1107	PROKKA_MOD_21563
contig-104000064	0	501	PROKKA_MOD_21564
contig-104000065	0	294	PROKKA_MOD_21565
contig-104000066	0	303	PROKKA_MOD_21566
contig-104000067	1	304	PROKKA_MOD_21567
contig-104000068	1	265	PROKKA_MOD_21568
contig-104000068	274	397	PROKKA_MOD_21569
contig-105000483	761	1058	PROKKA_MOD_24040
contig-105000484	1	202	PROKKA_MOD_24041
contig-105000485	1	484	PROKKA_MOD_24042
contig-105000486	2	593	PROKKA_MOD_24043
contig-105000486	594	1071	PROKKA_MOD_24044
contig-105000487	1	352	PROKKA_MOD_24045
contig-105000487	351	729	PROKKA_MOD_24046
contig-105000488	2	134	PROKKA_MOD_24047
contig-105000488	247	757	PROKKA_MOD_24048
contig-105000488	998	1124	PROKKA_MOD_24049
contig-107000220	0	435	PROKKA_MOD_27137
contig-107000221	0	402	PROKKA_MOD_27138
contig-11000312	1351	3289	PROKKA_MOD_34845
contig-11000392	12527	12728	PROKKA_MOD_35150
contig-11000392	12776	13478	PROKKA_MOD_35151
contig-11000392	13474	14215	PROKKA_MOD_35152
contig-11000392	14223	14883	PROKKA_MOD_35153
contig-11000393	2	704	PROKKA_MOD_35154
contig-11000393	805	1747	PROKKA_MOD_35155
contig-11000393	1818	2436	PROKKA_MOD_35156
contig-11000393	2422	2575	PROKKA_MOD_35157
contig-11000393	2589	2850	PROKKA_MOD_35158
contig-11000393	2867	3356	PROKKA_MOD_35159
contig-112000609	485	689	PROKKA_MOD_40390
contig-112000610	0	288	PROKKA_MOD_40391
contig-112000611	0	537	PROKKA_MOD_40392
contig-112000612	1	481	PROKKA_MOD_40393
contig-113000363	302	947	PROKKA_MOD_41730
contig-113000363	947	2627	PROKKA_MOD_41731
contig-113000366	0	93	PROKKA_MOD_41735
contig-113000366	158	3821	PROKKA_MOD_41736
contig-114000170	20759	21944	PROKKA_MOD_43489
contig-116000212	7170	7764	PROKKA_MOD_46940
contig-116000212	7760	8843	PROKKA_MOD_46941
contig-116000212	8854	9736	PROKKA_MOD_46942
contig-116000212	9736	10903	PROKKA_MOD_46943
contig-116000212	10967	12494	PROKKA_MOD_46944
contig-116000213	2	491	PROKKA_MOD_46945
contig-116000214	1	385	PROKKA_MOD_46946
contig-116000215	1	193	PROKKA_MOD_46947
contig-116000215	189	1077	PROKKA_MOD_46948
contig-116000215	1069	1978	PROKKA_MOD_46949
contig-119000391	1456	2056	PROKKA_MOD_52480
contig-119000392	2	278	PROKKA_MOD_52481
contig-119000393	2	629	PROKKA_MOD_52482
contig-119000394	2	3728	PROKKA_MOD_52483
contig-119000395	1	199	PROKKA_MOD_52484
contig-119000396	10	337	PROKKA_MOD_52485
contig-119000397	125	269	PROKKA_MOD_52486
contig-119000398	0	381	PROKKA_MOD_52487
contig-119000398	412	745	PROKKA_MOD_52488
contig-119000399	1	292	PROKKA_MOD_52489
contig-119000800	572	845	PROKKA_MOD_53140
contig-119000801	0	288	PROKKA_MOD_53141
contig-119000802	2	377	PROKKA_MOD_53142
contig-119000803	0	933	PROKKA_MOD_53143
contig-119000806	2	161	PROKKA_MOD_53146
contig-119000806	177	366	PROKKA_MOD_53147
contig-119000807	0	513	PROKKA_MOD_53148
contig-119000807	515	578	PROKKA_MOD_53149
contig-120000274	596	749	PROKKA_MOD_53990
contig-120000274	708	867	PROKKA_MOD_53991
contig-120000275	186	354	PROKKA_MOD_53992
contig-120000275	353	566	PROKKA_MOD_53993
contig-120000275	611	779	PROKKA_MOD_53994
contig-120000275	854	1103	PROKKA_MOD_53995
contig-120000275	1175	1346	PROKKA_MOD_53996
contig-120000275	1399	1735	PROKKA_MOD_53997
contig-120000275	1774	2020	PROKKA_MOD_53998
contig-120000275	2101	2284	PROKKA_MOD_53999
contig-120000858	163	337	PROKKA_MOD_55100
contig-120000859	1	484	PROKKA_MOD_55101
contig-12000086	2	956	PROKKA_MOD_55102
contig-120000860	1	205	PROKKA_MOD_55103
contig-120000861	0	681	PROKKA_MOD_55104
contig-120000861	677	1613	PROKKA_MOD_55105
contig-120000861	1609	5974	PROKKA_MOD_55106
contig-120000861	5977	6715	PROKKA_MOD_55107
contig-120000861	6781	7684	PROKKA_MOD_55108
contig-120000861	7664	8528	PROKKA_MOD_55109
contig-122000681	135	270	PROKKA_MOD_61590
contig-122000682	0	276	PROKKA_MOD_61591
contig-122000683	0	291	PROKKA_MOD_61592
contig-122000684	1	370	PROKKA_MOD_61593
contig-122000685	0	93	PROKKA_MOD_61594
contig-122000685	178	313	PROKKA_MOD_61595
contig-122000686	1	616	PROKKA_MOD_61596
contig-122000687	2	125	PROKKA_MOD_61597
contig-122000687	174	537	PROKKA_MOD_61598
contig-122000688	2	242	PROKKA_MOD_61599
contig-123000231	1	295	PROKKA_MOD_62670
contig-123000232	160	262	PROKKA_MOD_62671
contig-123000233	2	428	PROKKA_MOD_62672
contig-123000234	2	83	PROKKA_MOD_62673
contig-123000234	93	339	PROKKA_MOD_62674
contig-123000235	2	341	PROKKA_MOD_62675
contig-123000236	2	98	PROKKA_MOD_62676
contig-123000236	213	669	PROKKA_MOD_62677
contig-123000237	0	303	PROKKA_MOD_62678
contig-123000237	341	677	PROKKA_MOD_62679
contig-130000766	2	596	PROKKA_MOD_75430
contig-130000768	0	177	PROKKA_MOD_75431
contig-130000768	176	632	PROKKA_MOD_75432
contig-130000769	0	312	PROKKA_MOD_75433
contig-13000077	0	474	PROKKA_MOD_75434
contig-13000077	689	1616	PROKKA_MOD_75435
contig-13000077	1682	1880	PROKKA_MOD_75436
contig-130000770	0	1077	PROKKA_MOD_75437
contig-130000770	1086	1341	PROKKA_MOD_75438
contig-130000771	0	1047	PROKKA_MOD_75439
contig-13000144	1348	1498	PROKKA_MOD_76161
contig-13000146	0	426	PROKKA_MOD_76164
contig-13000147	1	1372	PROKKA_MOD_76166
contig-13000148	2	518	PROKKA_MOD_76167
contig-13000537	0	129	PROKKA_MOD_77603
contig-134000044	1265	1325	PROKKA_MOD_84831
contig-137000299	0	255	PROKKA_MOD_90081
contig-14000716	1	1645	PROKKA_MOD_98678
contig-14000716	1778	2705	PROKKA_MOD_98679
contig-142000387	82	304	PROKKA_MOD_102038
contig-142000388	1	256	PROKKA_MOD_102039
contig-144000589	2	323	PROKKA_MOD_105588
contig-144000590	55	721	PROKKA_MOD_105589
contig-151000730	706	805	PROKKA_MOD_120932
contig-151000732	1	328	PROKKA_MOD_120934
contig-151000733	2	206	PROKKA_MOD_120935
contig-151000734	2	215	PROKKA_MOD_120936
contig-155000951	1592	2195	PROKKA_MOD_127880
contig-155000951	2271	2871	PROKKA_MOD_127881
contig-155000951	2863	5887	PROKKA_MOD_127882
contig-155000951	5887	6208	PROKKA_MOD_127883
contig-155000951	6266	7514	PROKKA_MOD_127884
contig-155000951	7788	9024	PROKKA_MOD_127885
contig-155000951	9020	9560	PROKKA_MOD_127886
contig-155000951	9552	9798	PROKKA_MOD_127887
contig-155000951	9789	10578	PROKKA_MOD_127888
contig-155000951	11439	11748	PROKKA_MOD_127889
contig-16000964	17088	18108	PROKKA_MOD_139470
contig-16000964	18104	20657	PROKKA_MOD_139471
contig-16000964	20676	22698	PROKKA_MOD_139472
contig-16000964	22716	23769	PROKKA_MOD_139473
contig-16000964	23761	25072	PROKKA_MOD_139474
contig-16000964	25089	26259	PROKKA_MOD_139475
contig-16000964	26255	26672	PROKKA_MOD_139476
contig-16000964	26696	27572	PROKKA_MOD_139477
contig-16000964	27573	28053	PROKKA_MOD_139478
contig-16000964	28186	30223	PROKKA_MOD_139479
contig-162000546	2	1550	PROKKA_MOD_141990
contig-162000547	68	317	PROKKA_MOD_141991
contig-162000548	2	200	PROKKA_MOD_141992
contig-162000548	300	717	PROKKA_MOD_141993
contig-162000549	1	256	PROKKA_MOD_141994
contig-162000551	1	82	PROKKA_MOD_141995
contig-162000551	78	291	PROKKA_MOD_141996
contig-162000552	291	1275	PROKKA_MOD_141997
contig-162000553	1	508	PROKKA_MOD_141998
contig-162000554	0	1224	PROKKA_MOD_141999
contig-165000668	1	211	PROKKA_MOD_146807
contig-171000460	22681	23041	PROKKA_MOD_160090
contig-171000461	1	424	PROKKA_MOD_160091
contig-171000462	2	530	PROKKA_MOD_160092
contig-171000463	0	543	PROKKA_MOD_160093
contig-171000465	1	250	PROKKA_MOD_160094
contig-171000467	2	1451	PROKKA_MOD_160095
contig-171000467	1471	2488	PROKKA_MOD_160096
contig-171000468	1	229	PROKKA_MOD_160097
contig-171000469	42	699	PROKKA_MOD_160098
contig-171000469	695	1586	PROKKA_MOD_160099
contig-175000707	1342	1822	PROKKA_MOD_166670
contig-175000707	1840	2758	PROKKA_MOD_166671
contig-175000707	2908	4126	PROKKA_MOD_166672
contig-175000707	4170	4737	PROKKA_MOD_166673
contig-175000707	4755	5994	PROKKA_MOD_166674
contig-175000707	6010	6583	PROKKA_MOD_166675
contig-175000709	94	460	PROKKA_MOD_166676
contig-175000709	472	727	PROKKA_MOD_166677
contig-175000709	737	941	PROKKA_MOD_166678
contig-175000709	937	1030	PROKKA_MOD_166679
contig-183000536	5721	8532	PROKKA_MOD_183800
contig-183000536	8679	10686	PROKKA_MOD_183801
contig-183000536	10747	11458	PROKKA_MOD_183802
contig-183000536	11519	12515	PROKKA_MOD_183803
contig-183000536	12517	13627	PROKKA_MOD_183804
contig-183000536	13814	14666	PROKKA_MOD_183805
contig-183000536	14699	15608	PROKKA_MOD_183806
contig-183000536	15604	16354	PROKKA_MOD_183807
contig-183000537	2	260	PROKKA_MOD_183809
contig-188000307	1	262	PROKKA_MOD_192110
contig-188000311	518	614	PROKKA_MOD_192111
contig-188000312	165	324	PROKKA_MOD_192112
contig-188000317	1	436	PROKKA_MOD_192113
contig-188000322	0	681	PROKKA_MOD_192114
contig-188000324	1	259	PROKKA_MOD_192115
contig-188000330	2	353	PROKKA_MOD_192116
contig-188000331	1	1561	PROKKA_MOD_192117
contig-188000331	1563	3012	PROKKA_MOD_192118
contig-188000331	3069	3186	PROKKA_MOD_192119
